timestamp,equity,peak_equity,drawdown_amount,drawdown_pct,recovery_time_remaining
2024-01-01 01:00:00,99871.35513325766,100000.0,128.64486674233922,0.12864486674233921,-1.0
2024-01-01 02:00:00,99927.33674550777,100000.0,72.66325449223223,0.07266325449223222,-1.0
2024-01-01 03:00:00,100175.40202637106,100175.40202637106,0.0,0.0,-1.0
2024-01-01 04:00:00,100260.6997449322,100260.6997449322,0.0,0.0,-1.0
2024-01-01 05:00:00,100476.56308647686,100476.56308647686,0.0,0.0,-1.0
2024-01-01 06:00:00,100462.7459682766,100476.56308647686,13.817118200255209,0.013751583230771212,-1.0
2024-01-01 07:00:00,100416.25843975822,100476.56308647686,60.30464671863592,0.060018620130083175,-1.0
2024-01-01 08:00:00,100618.58951430098,100618.58951430098,0.0,0.0,-1.0
2024-01-01 09:00:00,100748.97934449941,100748.97934449941,0.0,0.0,-1.0
2024-01-01 10:00:00,100646.13994333324,100748.97934449941,102.83940116617305,0.10207488138864979,-1.0
2024-01-01 11:00:00,100601.01380590882,100748.97934449941,147.9655385905935,0.14686554598696483,-1.0
2024-01-01 12:00:00,100910.70099206743,100910.70099206743,0.0,0.0,-1.0
2024-01-01 13:00:00,100847.01770914704,100910.70099206743,63.68328292039223,0.06310855270482994,-1.0
2024-01-01 14:00:00,101062.16702115594,101062.16702115594,0.0,0.0,-1.0
2024-01-01 15:00:00,101065.43901657089,101065.43901657089,0.0,0.0,-1.0
2024-01-01 16:00:00,101139.96263805582,101139.96263805582,0.0,0.0,-1.0
2024-01-01 17:00:00,101259.15153119732,101259.15153119732,0.0,0.0,-1.0
2024-01-01 18:00:00,101019.00434962238,101259.15153119732,240.14718157493917,0.23716096564462258,-1.0
2024-01-01 19:00:00,100874.59674930829,101259.15153119732,384.5547818890336,0.3797728660313282,-1.0
2024-01-01 20:00:00,100962.54670212636,101259.15153119732,296.60482907095866,0.292916565649453,-1.0
2024-01-01 21:00:00,100928.90056755878,101259.15153119732,330.25096363853663,0.32614431253335985,-1.0
2024-01-01 22:00:00,101153.38776184998,101259.15153119732,105.76376934733707,0.10444860316131714,-1.0
2024-01-01 23:00:00,100987.46962971977,101259.15153119732,271.68190147755377,0.26830355317943805,-1.0
2024-01-02 00:00:00,101147.25788815846,101259.15153119732,111.89364303885668,0.11050225223779694,-1.0
2024-01-02 01:00:00,101015.82470509781,101259.15153119732,243.32682609951007,0.2403010714785049,-1.0
2024-01-02 02:00:00,101038.00895597614,101259.15153119732,221.14257522117987,0.21839268044137936,-1.0
2024-01-02 03:00:00,100953.35229134044,101259.15153119732,305.7992398568749,0.30199664448369395,-1.0
2024-01-02 04:00:00,101313.71677341113,101313.71677341113,0.0,0.0,-1.0
2024-01-02 05:00:00,101187.79294896562,101313.71677341113,125.92382444550458,0.12429099282492433,-1.0
2024-01-02 06:00:00,101244.48399466027,101313.71677341113,69.23277875085478,0.06833504974029764,-1.0
2024-01-02 07:00:00,101060.45857245725,101313.71677341113,253.25820095387462,0.24997424733739504,-1.0
2024-01-02 08:00:00,101375.39409076785,101375.39409076785,0.0,0.0,-1.0
2024-01-02 09:00:00,101510.58645319442,101510.58645319442,0.0,0.0,-1.0
2024-01-02 10:00:00,101606.13241663422,101606.13241663422,0.0,0.0,-1.0
2024-01-02 11:00:00,101902.27935752798,101902.27935752798,0.0,0.0,-1.0
2024-01-02 12:00:00,101999.39272374137,101999.39272374137,0.0,0.0,-1.0
2024-01-02 13:00:00,102107.32842716253,102107.32842716253,0.0,0.0,-1.0
2024-01-02 14:00:00,102202.0872203723,102202.0872203723,0.0,0.0,-1.0
2024-01-02 15:00:00,102361.63236918877,102361.63236918877,0.0,0.0,-1.0
2024-01-02 16:00:00,102362.76616160058,102362.76616160058,0.0,0.0,-1.0
2024-01-02 17:00:00,102405.62306549608,102405.62306549608,0.0,0.0,-1.0
2024-01-02 18:00:00,102602.1732597647,102602.1732597647,0.0,0.0,-1.0
2024-01-02 19:00:00,102718.7792024984,102718.7792024984,0.0,0.0,-1.0
2024-01-02 20:00:00,102776.64261538307,102776.64261538307,0.0,0.0,-1.0
2024-01-02 21:00:00,102641.56425672847,102776.64261538307,135.0783586546022,0.13142904381504322,-1.0
2024-01-02 22:00:00,102941.27179940896,102941.27179940896,0.0,0.0,-1.0
2024-01-02 23:00:00,102917.05368291635,102941.27179940896,24.21811649261508,0.023526148520688985,-1.0
2024-01-03 00:00:00,103140.13926867924,103140.13926867924,0.0,0.0,-1.0
2024-01-03 01:00:00,103241.50231643245,103241.50231643245,0.0,0.0,-1.0
2024-01-03 02:00:00,103122.48473802298,103241.50231643245,119.01757840947539,0.11528075022067162,-1.0
2024-01-03 03:00:00,103385.32605965257,103385.32605965257,0.0,0.0,-1.0
2024-01-03 04:00:00,103498.5071566125,103498.5071566125,0.0,0.0,-1.0
2024-01-03 05:00:00,103773.80896012306,103773.80896012306,0.0,0.0,-1.0
2024-01-03 06:00:00,103821.44765501267,103821.44765501267,0.0,0.0,-1.0
2024-01-03 07:00:00,104002.05533950773,104002.05533950773,0.0,0.0,-1.0
