timestamp,pair,atr,entry_price,method,position_size,risk_amount,portfolio_exposure,margin_used_pct,decision_reason
2024-01-01 01:00:00,EURUSD,1296941.8238718875,-112.29059725462392,equity_%,-1.3733021761530526e-05,2000.0,1.5420892157130103e-06,3.0841784314260205e-08,"Method: equity_%, ATR: 1296941.82, Risk: 2000.00"
2024-01-01 02:00:00,EURUSD,803727.2017654037,-85.94961179704563,equity_%,-2.8914677441668752e-05,1997.4271026651534,2.488406508585199e-06,4.9768130171703976e-08,"Method: equity_%, ATR: 803727.20, Risk: 1997.43"
2024-01-01 03:00:00,EURUSD,351251.6609516483,-107.0252743757154,equity_%,-5.316301122696852e-05,1998.5467349101555,5.693923253149573e-06,1.1387846506299143e-07,"Method: equity_%, ATR: 351251.66, Risk: 1998.55"
2024-01-01 04:00:00,EURUSD,203593.32198338464,-116.48341238720143,equity_%,-8.448186178714266e-05,2003.5080405274211,9.823504919101527e-06,1.9647009838203054e-07,"Method: equity_%, ATR: 203593.32, Risk: 2003.51"
2024-01-01 05:00:00,EURUSD,837258.5645519253,-57.17192222336278,equity_%,-4.189076910899053e-05,2005.213994898644,2.3887483325659833e-06,4.7774966651319664e-08,"Method: equity_%, ATR: 837258.56, Risk: 2005.21"
2024-01-01 06:00:00,EURUSD,871974.2804861993,-68.80908807097379,equity_%,-3.349232442143217e-05,2009.5312617295372,2.293645632397358e-06,4.587291264794716e-08,"Method: equity_%, ATR: 871974.28, Risk: 2009.53"
2024-01-01 07:00:00,EURUSD,1005926.0008815832,-124.38044673696143,equity_%,-1.6058940690841413e-05,2009.2549193655323,1.988217819449165e-06,3.9764356388983297e-08,"Method: equity_%, ATR: 1005926.00, Risk: 2009.25"
2024-01-01 08:00:00,EURUSD,523940.01257417275,-136.3711584352776,equity_%,-2.8107999365538908e-05,2008.3251687951645,3.817230889035919e-06,7.634461778071837e-08,"Method: equity_%, ATR: 523940.01, Risk: 2008.33"
2024-01-01 09:00:00,EURUSD,1173577.7511067914,-152.47683129892536,equity_%,-1.1245855402736865e-05,2012.3717902860196,1.7041904536054953e-06,3.4083809072109905e-08,"Method: equity_%, ATR: 1173577.75, Risk: 2012.37"
2024-01-01 10:00:00,EURUSD,669765.7144279539,-140.50933928622644,equity_%,-2.141127587077254e-05,2014.9795868899882,2.9861188127675327e-06,5.972237625535065e-08,"Method: equity_%, ATR: 669765.71, Risk: 2014.98"
2024-01-01 11:00:00,EURUSD,1069759.208876535,-183.07549705105257,equity_%,-1.0278053244068838e-05,2012.9227988666648,1.869579605769795e-06,3.7391592115395895e-08,"Method: equity_%, ATR: 1069759.21, Risk: 2012.92"
2024-01-01 12:00:00,EURUSD,716991.3745460657,-116.67290884835916,equity_%,-2.405184498928459e-05,2012.0202761181765,2.7894338356109513e-06,5.5788676712219025e-08,"Method: equity_%, ATR: 716991.37, Risk: 2012.02"
2024-01-01 13:00:00,EURUSD,1221234.4321641251,-46.672151931187614,equity_%,-3.540873019674378e-05,2018.2140198413488,1.6376872018387494e-06,3.275374403677499e-08,"Method: equity_%, ATR: 1221234.43, Risk: 2018.21"
2024-01-01 14:00:00,EURUSD,850384.5823723214,-118.75898620607254,equity_%,-1.9971523512406696e-05,2016.9403541829408,2.3518770700435226e-06,4.703754140087046e-08,"Method: equity_%, ATR: 850384.58, Risk: 2016.94"
2024-01-01 15:00:00,EURUSD,719360.5000535009,-60.65070336054785,equity_%,-4.6327212886439446e-05,2021.2433404231188,2.7802471776685745e-06,5.5604943553371494e-08,"Method: equity_%, ATR: 719360.50, Risk: 2021.24"
2024-01-01 16:00:00,EURUSD,1386077.5835024952,19.44856392881927,equity_%,7.498209731291168e-05,2021.308780331418,1.442920673275862e-06,2.885841346551724e-08,"Method: equity_%, ATR: 1386077.58, Risk: 2021.31"
