timestamp,pair,entry_price,stop_loss_price,stop_loss_pips,stop_type,stop_hit,exit_price,exit_reason
2024-01-01 01:00:00,EURUSD,147.00447239232557,-459.5035411352832,6065080.1352760885,atr,False,0.0,
2024-01-01 02:00:00,EURUSD,-263.8831417065418,-1170.5632235351013,9066800.818285594,atr,False,0.0,
2024-01-01 03:00:00,EURUSD,-387.7932215158106,-812.4673556835403,4246741.341677296,atr,False,0.0,
2024-01-01 04:00:00,EURUSD,-488.71198981422606,-880.8555940133162,3921436.0419909013,atr,False,0.0,
2024-01-01 05:00:00,EURUSD,-460.6561483465723,-577.6958354838678,1170396.8713729552,atr,False,0.0,
2024-01-01 06:00:00,EURUSD,-463.735926325607,-626.2970839431225,1625611.5761751556,atr,False,0.0,
2024-01-01 07:00:00,EURUSD,-563.4034183232887,-841.0086282402859,2776052.099169972,atr,False,0.0,
2024-01-01 08:00:00,EURUSD,-506.3260919236559,-616.0514728636748,1097253.8094001892,atr,False,0.0,
2024-01-01 09:00:00,EURUSD,-532.414387570799,-699.0387548045248,1666243.6723372582,atr,False,0.0,
2024-01-01 10:00:00,EURUSD,-508.48767001921544,-633.586105927262,1250984.359080465,atr,False,0.0,
2024-01-01 11:00:00,EURUSD,-461.553566911946,-696.7862114682707,2352326.4455632474,atr,False,0.0,
2024-01-01 12:00:00,EURUSD,-709.4065137809334,-1299.8306755237097,5904241.617427763,atr,False,0.0,
2024-01-01 13:00:00,EURUSD,-744.2371784758375,-891.5171470171831,1472799.6854134556,atr,False,0.0,
2024-01-01 14:00:00,EURUSD,-671.9380820043269,-1120.1346267174195,4481965.447130924,atr,False,0.0,
2024-01-01 15:00:00,EURUSD,-548.7665895392064,-765.9523994080264,2171858.0986882006,atr,False,0.0,
2024-01-01 16:00:00,EURUSD,-568.3403405662074,-751.841522871983,1835011.8230577558,atr,False,0.0,
2024-01-01 17:00:00,EURUSD,-650.5531126086521,-1043.5773663685436,3930242.5375989163,atr,False,0.0,
2024-01-01 18:00:00,EURUSD,-542.8041419246699,-745.1543125441935,2023501.7061952366,atr,False,0.0,
2024-01-01 19:00:00,EURUSD,-490.9541017027519,-700.2468104767038,2092927.0877395186,atr,False,0.0,
2024-01-01 20:00:00,EURUSD,-749.5462053867363,-1282.743081994148,5331968.766074117,atr,False,0.0,
2024-01-01 21:00:00,EURUSD,-815.7283869244659,-1088.105811210619,2723774.2428615326,atr,False,0.0,
2024-01-01 22:00:00,EURUSD,-971.2300841483892,-1211.7691331570547,2405390.490086655,atr,False,0.0,
2024-01-01 23:00:00,EURUSD,-776.1707151495664,-1110.2480664454383,3340773.5129587194,atr,False,0.0,
2024-01-02 00:00:00,EURUSD,-686.7448899883648,-950.4926860274721,2637477.9603910735,atr,False,0.0,
2024-01-02 01:00:00,EURUSD,-761.4958863719439,-1106.9166493945736,3454207.6302262964,atr,False,0.0,
2024-01-02 02:00:00,EURUSD,-842.738792382399,-1020.5428753520763,1778040.8296967736,atr,False,0.0,
2024-01-02 03:00:00,EURUSD,-936.0950373758143,-1432.7822490729714,4966872.116971571,atr,False,0.0,
2024-01-02 04:00:00,EURUSD,-888.4511800988755,-1006.0499151848165,1175987.3508594104,atr,False,0.0,
2024-01-02 05:00:00,EURUSD,-961.2921700051834,-1147.2344681060265,1859422.981008431,atr,False,0.0,
2024-01-02 06:00:00,EURUSD,-854.1812480518149,-1255.3945396061185,4012132.9155430375,atr,False,0.0,
2024-01-02 07:00:00,EURUSD,-872.6505854194553,-1121.3391625899008,2486885.7717044544,atr,False,0.0,
2024-01-02 08:00:00,EURUSD,-825.2393177785636,-1017.5983808241358,1923590.6304557214,atr,False,0.0,
2024-01-02 09:00:00,EURUSD,-658.0808639102509,-1399.2031235955167,7411222.596852658,atr,False,0.0,
2024-01-02 10:00:00,EURUSD,-738.0553975284365,-1021.4543333067031,2833989.3577826656,atr,False,0.0,
2024-01-02 11:00:00,EURUSD,-805.7099829965733,-1135.5755251812473,3298655.42184674,atr,False,0.0,
2024-01-02 12:00:00,EURUSD,-878.8711373666151,-1063.6174764495595,1847463.3908294435,atr,False,0.0,
2024-01-02 13:00:00,EURUSD,-853.5789793812836,-1014.7062377582397,1611272.5837695615,atr,False,0.0,
2024-01-02 14:00:00,EURUSD,-805.5255915600831,-1039.5618778679852,2340362.8630790208,atr,False,0.0,
2024-01-02 15:00:00,EURUSD,-768.9277983406282,-902.5714036409177,1336436.0530028944,atr,False,0.0,
2024-01-02 16:00:00,EURUSD,-733.0687883747446,-864.1056043044933,1310368.1592974872,atr,False,0.0,
2024-01-02 17:00:00,EURUSD,-856.2565663496138,-1163.6641652306616,3074075.9888104782,atr,False,0.0,
2024-01-02 18:00:00,EURUSD,-928.9651612457044,-1055.8304948387288,1268653.3359302434,atr,False,0.0,
2024-01-02 19:00:00,EURUSD,-1022.4027850721543,-1342.0548976094842,3196521.1253732992,atr,False,0.0,
2024-01-02 20:00:00,EURUSD,-983.1999636954615,-1128.426221286834,1452262.5759137264,atr,False,0.0,
2024-01-02 21:00:00,EURUSD,-676.9814444430838,-1271.1622365647663,5941807.921216826,atr,False,0.0,
2024-01-02 22:00:00,EURUSD,-740.8074616060895,-897.2097883344037,1564023.2672831416,atr,False,0.0,
2024-01-02 23:00:00,EURUSD,-736.2575304551838,-936.1964163529324,1999388.8589774854,atr,False,0.0,
2024-01-03 00:00:00,EURUSD,-933.5937118295593,-1664.8256495754072,7312319.377458477,atr,False,0.0,
