timestamp,equity,peak_equity,drawdown_amount,drawdown_pct,recovery_time_remaining
2024-01-01 01:00:00,100003.39917123031,100003.39917123031,0.0,0.0,-1.0
2024-01-01 02:00:00,100020.6242441421,100020.6242441421,0.0,0.0,-1.0
2024-01-01 03:00:00,100017.05088810332,100020.6242441421,3.5733560387889156,0.0035726192130801425,-1.0
2024-01-01 04:00:00,100059.7712245783,100059.7712245783,0.0,0.0,-1.0
2024-01-01 05:00:00,100255.09663293992,100255.09663293992,0.0,0.0,-1.0
2024-01-01 06:00:00,100291.00420121099,100291.00420121099,0.0,0.0,-1.0
2024-01-01 07:00:00,100275.36998939312,100291.00420121099,15.63421181787271,0.01558884761638864,-1.0
2024-01-01 08:00:00,100243.59046279303,100291.00420121099,47.41373841796303,0.04727616279804936,-1.0
2024-01-01 09:00:00,100259.32212467458,100291.00420121099,31.682076536410023,0.03159014787891362,-1.0
2024-01-01 10:00:00,100422.76063286194,100422.76063286194,0.0,0.0,-1.0
2024-01-01 11:00:00,100299.62610837954,100422.76063286194,123.13452448240423,0.12261615166364007,-1.0
2024-01-01 12:00:00,100276.34555558545,100422.76063286194,146.41507727649878,0.14579869777906354,-1.0
2024-01-01 13:00:00,100280.36196129065,100422.76063286194,142.3986715712963,0.1417992003744003,-1.0
2024-01-01 14:00:00,100491.10524918987,100491.10524918987,0.0,0.0,-1.0
2024-01-01 15:00:00,100440.69623495433,100491.10524918987,50.40901423554169,0.05016266276556657,-1.0
2024-01-01 16:00:00,100411.24252719143,100491.10524918987,79.86272199844825,0.07947242872929998,-1.0
2024-01-01 17:00:00,100417.43450148519,100491.10524918987,73.67074770468753,0.07331071493542105,-1.0
2024-01-01 18:00:00,100440.50271735677,100491.10524918987,50.602531833108515,0.05035523463258601,-1.0
2024-01-01 19:00:00,100525.52555441906,100525.52555441906,0.0,0.0,-1.0
2024-01-01 20:00:00,100462.82012757852,100525.52555441906,62.70542684053362,0.06237761652545483,-1.0
2024-01-01 21:00:00,100461.80243148253,100525.52555441906,63.72312293652794,0.06338999232790055,-1.0
2024-01-01 22:00:00,100518.8599421181,100525.52555441906,6.665612300959765,0.006630765931535831,-1.0
2024-01-01 23:00:00,100524.43915816103,100525.52555441906,1.0863962580333464,0.0010807168149996197,-1.0
2024-01-02 00:00:00,100612.60378941131,100612.60378941131,0.0,0.0,-1.0
2024-01-02 01:00:00,100705.58315897788,100705.58315897788,0.0,0.0,-1.0
2024-01-02 02:00:00,100717.1632678004,100717.1632678004,0.0,0.0,-1.0
2024-01-02 03:00:00,100690.79514288825,100717.1632678004,26.368124912143685,0.026180368922854344,-1.0
2024-01-02 04:00:00,100676.5181828037,100717.1632678004,40.645084996693186,0.040355668962419586,-1.0
2024-01-02 05:00:00,100737.13769215759,100737.13769215759,0.0,0.0,-1.0
2024-01-02 06:00:00,100773.46017055938,100773.46017055938,0.0,0.0,-1.0
2024-01-02 07:00:00,100903.34989926129,100903.34989926129,0.0,0.0,-1.0
2024-01-02 08:00:00,100927.63042220076,100927.63042220076,0.0,0.0,-1.0
2024-01-02 09:00:00,100973.83294848683,100973.83294848683,0.0,0.0,-1.0
2024-01-02 10:00:00,100948.01913403449,100973.83294848683,25.81381445234001,0.025564855466573482,-1.0
2024-01-02 11:00:00,101053.28397880576,101053.28397880576,0.0,0.0,-1.0
2024-01-02 12:00:00,101085.9600972762,101085.9600972762,0.0,0.0,-1.0
2024-01-02 13:00:00,101066.5192765721,101085.9600972762,19.44082070409786,0.019231969192744208,-1.0
2024-01-02 14:00:00,101206.11050942441,101206.11050942441,0.0,0.0,-1.0
2024-01-02 15:00:00,101195.23223840693,101206.11050942441,10.878271017485531,0.010748630653553805,-1.0
2024-01-02 16:00:00,101089.13426360462,101206.11050942441,116.97624581979471,0.11558219679720008,-1.0
2024-01-02 17:00:00,101160.01303682826,101206.11050942441,46.09747259615688,0.04554811203011723,-1.0
2024-01-02 18:00:00,101147.9901884609,101206.11050942441,58.12032096351322,0.05742767968353156,-1.0
2024-01-02 19:00:00,101231.22983644184,101231.22983644184,0.0,0.0,-1.0
2024-01-02 20:00:00,101326.48467125309,101326.48467125309,0.0,0.0,-1.0
2024-01-02 21:00:00,101294.12781023911,101326.48467125309,32.35686101397732,0.03193327106822758,-1.0
2024-01-02 22:00:00,101486.8330084599,101486.8330084599,0.0,0.0,-1.0
2024-01-02 23:00:00,101556.54008415545,101556.54008415545,0.0,0.0,-1.0
2024-01-03 00:00:00,101615.56699022054,101615.56699022054,0.0,0.0,-1.0
2024-01-03 01:00:00,101750.12935888466,101750.12935888466,0.0,0.0,-1.0
2024-01-03 02:00:00,101826.61255450778,101826.61255450778,0.0,0.0,-1.0
2024-01-03 03:00:00,102106.87988724733,102106.87988724733,0.0,0.0,-1.0
2024-01-03 04:00:00,102093.48357560301,102106.87988724733,13.396311644319212,0.013119891293429239,-1.0
2024-01-03 05:00:00,102196.62881167611,102196.62881167611,0.0,0.0,-1.0
2024-01-03 06:00:00,102211.69659928675,102211.69659928675,0.0,0.0,-1.0
2024-01-03 07:00:00,102356.3394427298,102356.3394427298,0.0,0.0,-1.0
2024-01-03 08:00:00,102456.0369142653,102456.0369142653,0.0,0.0,-1.0
2024-01-03 09:00:00,102503.91947019944,102503.91947019944,0.0,0.0,-1.0
2024-01-03 10:00:00,102509.1244223113,102509.1244223113,0.0,0.0,-1.0
2024-01-03 11:00:00,102479.3706383432,102509.1244223113,29.753783968102653,0.02902549810641704,-1.0
2024-01-03 12:00:00,102587.86780305326,102587.86780305326,0.0,0.0,-1.0
2024-01-03 13:00:00,102551.9174454111,102587.86780305326,35.95035764215572,0.03504347873880439,-1.0
2024-01-03 14:00:00,102731.59537894712,102731.59537894712,0.0,0.0,-1.0
2024-01-03 15:00:00,102705.56775896566,102731.59537894712,26.027619981468888,0.025335555128352217,-1.0
2024-01-03 16:00:00,102693.43276218133,102731.59537894712,38.162616765795974,0.03714788680641542,-1.0
2024-01-03 17:00:00,102697.90946041542,102731.59537894712,33.685918531700736,0.032790222333687245,-1.0
2024-01-03 18:00:00,102775.52435917051,102775.52435917051,0.0,0.0,-1.0
2024-01-03 19:00:00,102852.64493352053,102852.64493352053,0.0,0.0,-1.0
2024-01-03 20:00:00,102963.2291733621,102963.2291733621,0.0,0.0,-1.0
2024-01-03 21:00:00,102897.17801360869,102963.2291733621,66.05115975340595,0.06415024109451127,-1.0
2024-01-03 22:00:00,102911.08180087437,102963.2291733621,52.14737248772872,0.050646597728521814,-1.0
2024-01-03 23:00:00,102944.90369892046,102963.2291733621,18.32547444163356,0.0177980766422724,-1.0
2024-01-04 00:00:00,102966.24576300062,102966.24576300062,0.0,0.0,-1.0
2024-01-04 01:00:00,102841.28716073852,102966.24576300062,124.95860226210789,0.12135880194149011,-1.0
2024-01-04 02:00:00,102946.4655276661,102966.24576300062,19.780235334517783,0.019210407437837765,-1.0
2024-01-04 03:00:00,102900.16692862738,102966.24576300062,66.07883437324199,0.06417523906362178,-1.0
2024-01-04 04:00:00,102927.82109849095,102966.24576300062,38.42466450967186,0.03731772895567606,-1.0
2024-01-04 05:00:00,102984.6348915058,102984.6348915058,0.0,0.0,-1.0
2024-01-04 06:00:00,103041.93049781179,103041.93049781179,0.0,0.0,-1.0
2024-01-04 07:00:00,102995.22260144446,103041.93049781179,46.70789636732661,0.045329019110641085,-1.0
2024-01-04 08:00:00,102957.91113333245,103041.93049781179,84.01936447933258,0.08153900462988396,-1.0
2024-01-04 09:00:00,103068.93663947491,103068.93663947491,0.0,0.0,-1.0
2024-01-04 10:00:00,103141.6952296882,103141.6952296882,0.0,0.0,-1.0
2024-01-04 11:00:00,103184.97535923829,103184.97535923829,0.0,0.0,-1.0
2024-01-04 12:00:00,103231.74864677018,103231.74864677018,0.0,0.0,-1.0
2024-01-04 13:00:00,103403.61402750554,103403.61402750554,0.0,0.0,-1.0
2024-01-04 14:00:00,103479.915515323,103479.915515323,0.0,0.0,-1.0
2024-01-04 15:00:00,103597.2447240081,103597.2447240081,0.0,0.0,-1.0
2024-01-04 16:00:00,103802.16020296939,103802.16020296939,0.0,0.0,-1.0
2024-01-04 17:00:00,103863.78037059026,103863.78037059026,0.0,0.0,-1.0
2024-01-04 18:00:00,104022.35366944429,104022.35366944429,0.0,0.0,-1.0
2024-01-04 19:00:00,104048.26578370525,104048.26578370525,0.0,0.0,-1.0
2024-01-04 20:00:00,104141.46890001696,104141.46890001696,0.0,0.0,-1.0
2024-01-04 21:00:00,104078.68253314962,104141.46890001696,62.786366867338074,0.0602894961349329,-1.0
2024-01-04 22:00:00,104053.50973439045,104141.46890001696,87.9591656265111,0.08446123005136215,-1.0
2024-01-04 23:00:00,104043.86691368179,104141.46890001696,97.60198633516848,0.09372057775454766,-1.0
2024-01-05 00:00:00,104216.52712194217,104216.52712194217,0.0,0.0,-1.0
2024-01-05 01:00:00,104430.63099081824,104430.63099081824,0.0,0.0,-1.0
2024-01-05 02:00:00,104477.25483527168,104477.25483527168,0.0,0.0,-1.0
2024-01-05 03:00:00,104490.4117806796,104490.4117806796,0.0,0.0,-1.0
2024-01-05 04:00:00,104460.29622094281,104490.4117806796,30.1155597367906,0.028821361906393603,-1.0
2024-01-05 05:00:00,104465.87787598689,104490.4117806796,24.533904692711076,0.023479575086953024,-1.0
2024-01-05 06:00:00,104436.78642180015,104490.4117806796,53.62535887944978,0.05132084175532474,-1.0
2024-01-05 07:00:00,104409.83776814622,104490.4117806796,80.57401253338321,0.0771113934381886,-1.0
2024-01-05 08:00:00,104615.20485754077,104615.20485754077,0.0,0.0,-1.0
2024-01-05 09:00:00,104666.49296541707,104666.49296541707,0.0,0.0,-1.0
2024-01-05 10:00:00,104788.42493104417,104788.42493104417,0.0,0.0,-1.0
2024-01-05 11:00:00,104867.66181823733,104867.66181823733,0.0,0.0,-1.0
2024-01-05 12:00:00,104834.2453856501,104867.66181823733,33.416432587240706,0.03186533580310009,-1.0
2024-01-05 13:00:00,104761.65495582305,104867.66181823733,106.00686241428775,0.10108632210950307,-1.0
2024-01-05 14:00:00,104875.6567205187,104875.6567205187,0.0,0.0,-1.0
2024-01-05 15:00:00,105086.98556218804,105086.98556218804,0.0,0.0,-1.0
2024-01-05 16:00:00,105187.18456502169,105187.18456502169,0.0,0.0,-1.0
2024-01-05 17:00:00,105207.14817234906,105207.14817234906,0.0,0.0,-1.0
2024-01-05 18:00:00,105165.95992012564,105207.14817234906,41.18825222342275,0.039149670853114146,-1.0
2024-01-05 19:00:00,105322.15146749068,105322.15146749068,0.0,0.0,-1.0
2024-01-05 20:00:00,105477.35182388124,105477.35182388124,0.0,0.0,-1.0
2024-01-05 21:00:00,105444.50388498907,105477.35182388124,32.84793889216962,0.03114217253673265,-1.0
2024-01-05 22:00:00,105461.32023594239,105477.35182388124,16.031587938850862,0.015199080808948726,-1.0
2024-01-05 23:00:00,105395.00680788855,105477.35182388124,82.34501599268697,0.07806890727611455,-1.0
2024-01-06 00:00:00,105418.96328655891,105477.35182388124,58.3885373223311,0.05535646877049419,-1.0
2024-01-06 01:00:00,105448.1698796965,105477.35182388124,29.181944184732856,0.027666549908703472,-1.0
2024-01-06 02:00:00,105394.08471422011,105477.35182388124,83.26710966113023,0.07894311738141083,-1.0
2024-01-06 03:00:00,105501.29591077947,105501.29591077947,0.0,0.0,-1.0
2024-01-06 04:00:00,105425.42671217484,105501.29591077947,75.8691986046324,0.07191304898168607,-1.0
2024-01-06 05:00:00,105434.12325540558,105501.29591077947,67.17265537389903,0.06366998129644372,-1.0
2024-01-06 06:00:00,105418.54092504198,105501.29591077947,82.75498573749792,0.07843978125868928,-1.0
2024-01-06 07:00:00,105359.6898801127,105501.29591077947,141.60603066677868,0.13422207703167202,-1.0
2024-01-06 08:00:00,105357.08399856788,105501.29591077947,144.21191221159825,0.13669207659169955,-1.0
2024-01-06 09:00:00,105345.18194826729,105501.29591077947,156.11396251218684,0.14797350228210426,-1.0
2024-01-06 10:00:00,105536.72510435453,105536.72510435453,0.0,0.0,-1.0
2024-01-06 11:00:00,105508.94100434471,105536.72510435453,27.78410000981239,0.0263264754352947,-1.0
2024-01-06 12:00:00,105558.9431839913,105558.9431839913,0.0,0.0,-1.0
2024-01-06 13:00:00,105508.43739982053,105558.9431839913,50.50578417077486,0.04784604946521896,-1.0
2024-01-06 14:00:00,105540.21509647752,105558.9431839913,18.728087513780338,0.017741829303024485,-1.0
2024-01-06 15:00:00,105579.45879739165,105579.45879739165,0.0,0.0,-1.0
2024-01-06 16:00:00,105680.17550026292,105680.17550026292,0.0,0.0,-1.0
2024-01-06 17:00:00,105691.89918981984,105691.89918981984,0.0,0.0,-1.0
2024-01-06 18:00:00,105625.98101094158,105691.89918981984,65.91817887825891,0.06236824144854433,-1.0
2024-01-06 19:00:00,105544.83889225397,105691.89918981984,147.0602975658694,0.1391405573115429,-1.0
2024-01-06 20:00:00,105768.02216857964,105768.02216857964,0.0,0.0,-1.0
2024-01-06 21:00:00,105751.14797283037,105768.02216857964,16.874195749274804,0.015953967374354096,-1.0
2024-01-06 22:00:00,105737.77456901217,105768.02216857964,30.247599567475845,0.028598057283576072,-1.0
