timestamp,pair,predicted_signal,actual_move,was_correct,confidence,feature_importance
2024-01-01 01:00:00,EURUSD,SignalType.HOLD,-4108876.1409886735,False,0.75,{}
2024-01-01 02:00:00,EURUSD,SignalType.HOLD,-1239100.7980926884,False,0.75,{}
2024-01-01 03:00:00,EURUSD,SignalType.SELL,-1009187.6829841544,True,0.75,{}
2024-01-01 04:00:00,EURUSD,SignalType.SELL,280558.4146765375,False,0.75,{}
2024-01-01 05:00:00,EURUSD,SignalType.BUY,-30797.77979034702,False,0.75,{}
2024-01-01 06:00:00,EURUSD,SignalType.SELL,-996674.9199768173,True,0.75,{}
2024-01-01 07:00:00,EURUSD,SignalType.HOLD,570773.2639963286,False,0.75,{}
2024-01-01 08:00:00,EURUSD,SignalType.HOLD,-260882.95647143127,False,0.75,{}
2024-01-01 09:00:00,EURUSD,SignalType.SELL,239267.17551583578,False,0.75,{}
2024-01-01 10:00:00,EURUSD,SignalType.BUY,469341.03107269434,True,0.75,{}
2024-01-01 11:00:00,EURUSD,SignalType.BUY,-2478529.4686898743,False,0.75,{}
2024-01-01 12:00:00,EURUSD,SignalType.HOLD,-348306.64694904047,False,0.75,{}
2024-01-01 13:00:00,EURUSD,SignalType.HOLD,722990.9647151055,False,0.75,{}
2024-01-01 14:00:00,EURUSD,SignalType.BUY,1231714.9246512053,True,0.75,{}
2024-01-01 15:00:00,EURUSD,SignalType.HOLD,-195737.5102700098,False,0.75,{}
2024-01-01 16:00:00,EURUSD,SignalType.SELL,-822127.7204244472,True,0.75,{}
2024-01-01 17:00:00,EURUSD,SignalType.SELL,1077489.7068398218,False,0.75,{}
2024-01-01 18:00:00,EURUSD,SignalType.HOLD,518500.40221917996,False,0.75,{}
2024-01-01 19:00:00,EURUSD,SignalType.BUY,-2585921.036839844,False,0.75,{}
2024-01-01 20:00:00,EURUSD,SignalType.HOLD,-661821.8153772955,False,0.75,{}
2024-01-01 21:00:00,EURUSD,SignalType.HOLD,-1555016.972239233,False,0.75,{}
2024-01-01 22:00:00,EURUSD,SignalType.HOLD,1950593.6899882283,False,0.75,{}
2024-01-01 23:00:00,EURUSD,SignalType.HOLD,894258.251612016,False,0.75,{}
2024-01-02 00:00:00,EURUSD,SignalType.BUY,-747509.9638357915,False,0.75,{}
2024-01-02 01:00:00,EURUSD,SignalType.SELL,-812429.0601045504,True,0.75,{}
2024-01-02 02:00:00,EURUSD,SignalType.HOLD,-933562.4499341531,False,0.75,{}
2024-01-02 03:00:00,EURUSD,SignalType.SELL,476438.57276938774,False,0.75,{}
2024-01-02 04:00:00,EURUSD,SignalType.HOLD,-728409.8990630787,False,0.75,{}
2024-01-02 05:00:00,EURUSD,SignalType.SELL,1071109.2195336847,False,0.75,{}
2024-01-02 06:00:00,EURUSD,SignalType.BUY,-184693.37367640377,False,0.75,{}
2024-01-02 07:00:00,EURUSD,SignalType.SELL,474112.67640891654,False,0.75,{}
2024-01-02 08:00:00,EURUSD,SignalType.BUY,1671584.5386831278,True,0.75,{}
2024-01-02 09:00:00,EURUSD,SignalType.BUY,-799745.3361818566,False,0.75,{}
2024-01-02 10:00:00,EURUSD,SignalType.SELL,-676545.8546813681,True,0.75,{}
2024-01-02 11:00:00,EURUSD,SignalType.SELL,-731611.543700418,True,0.75,{}
2024-01-02 12:00:00,EURUSD,SignalType.HOLD,252921.57985331528,False,0.75,{}
2024-01-02 13:00:00,EURUSD,SignalType.HOLD,480533.8782120054,False,0.75,{}
2024-01-02 14:00:00,EURUSD,SignalType.BUY,365977.9321945484,True,0.75,{}
2024-01-02 15:00:00,EURUSD,SignalType.HOLD,358590.09965883614,False,0.75,{}
2024-01-02 16:00:00,EURUSD,SignalType.HOLD,-1231877.7797486917,False,0.75,{}
2024-01-02 17:00:00,EURUSD,SignalType.SELL,-727085.9489609064,True,0.75,{}
2024-01-02 18:00:00,EURUSD,SignalType.HOLD,-934376.2382644991,False,0.75,{}
2024-01-02 19:00:00,EURUSD,SignalType.SELL,392028.21376692783,False,0.75,{}
2024-01-02 20:00:00,EURUSD,SignalType.BUY,3062185.1925237775,True,0.75,{}
2024-01-02 21:00:00,EURUSD,SignalType.HOLD,-638260.1716300576,False,0.75,{}
2024-01-02 22:00:00,EURUSD,SignalType.SELL,45499.31150905763,False,0.75,{}
2024-01-02 23:00:00,EURUSD,SignalType.BUY,-1973361.8137437555,False,0.75,{}
2024-01-03 00:00:00,EURUSD,SignalType.SELL,82840.80005686519,False,0.75,{}
2024-01-03 01:00:00,EURUSD,SignalType.BUY,-7885.377392108239,False,0.75,{}
2024-01-03 02:00:00,EURUSD,SignalType.BUY,-522855.79798056575,False,0.75,{}
2024-01-03 03:00:00,EURUSD,SignalType.SELL,2628695.9511352144,False,0.75,{}
2024-01-03 04:00:00,EURUSD,SignalType.HOLD,714289.5576438206,False,0.75,{}
2024-01-03 05:00:00,EURUSD,SignalType.BUY,993528.9193492986,True,0.75,{}
2024-01-03 06:00:00,EURUSD,SignalType.BUY,1366547.7418015592,True,0.75,{}
2024-01-03 07:00:00,EURUSD,SignalType.BUY,1214454.1214872668,True,0.75,{}
2024-01-03 08:00:00,EURUSD,SignalType.BUY,-392531.8170036371,False,0.75,{}
2024-01-03 09:00:00,EURUSD,SignalType.SELL,117573.1480559233,False,0.75,{}
2024-01-03 10:00:00,EURUSD,SignalType.BUY,509704.53961683746,True,0.75,{}
2024-01-03 11:00:00,EURUSD,SignalType.BUY,204793.494188026,True,0.75,{}
2024-01-03 12:00:00,EURUSD,SignalType.BUY,-1093441.589390407,False,0.75,{}
2024-01-03 13:00:00,EURUSD,SignalType.SELL,269611.1295539765,False,0.75,{}
2024-01-03 14:00:00,EURUSD,SignalType.BUY,681403.7199618604,True,0.75,{}
2024-01-03 15:00:00,EURUSD,SignalType.BUY,1222287.8206714606,True,0.75,{}
2024-01-03 16:00:00,EURUSD,SignalType.HOLD,189298.44477797303,False,0.75,{}
2024-01-03 17:00:00,EURUSD,SignalType.BUY,-236832.3698308339,False,0.75,{}
2024-01-03 18:00:00,EURUSD,SignalType.SELL,832181.6660375344,False,0.75,{}
2024-01-03 19:00:00,EURUSD,SignalType.BUY,-579317.2624735339,False,0.75,{}
2024-01-03 20:00:00,EURUSD,SignalType.SELL,1396345.213253375,False,0.75,{}
2024-01-03 21:00:00,EURUSD,SignalType.HOLD,-981465.9411098888,False,0.75,{}
2024-01-03 22:00:00,EURUSD,SignalType.SELL,-1145971.0195012444,True,0.75,{}
2024-01-03 23:00:00,EURUSD,SignalType.HOLD,666127.6985616155,False,0.75,{}
2024-01-04 00:00:00,EURUSD,SignalType.HOLD,-822023.4917102471,False,0.75,{}
2024-01-04 01:00:00,EURUSD,SignalType.SELL,-107008.11876548613,True,0.75,{}
2024-01-04 02:00:00,EURUSD,SignalType.SELL,-340976.3775086691,True,0.75,{}
2024-01-04 03:00:00,EURUSD,SignalType.HOLD,-391.86059284588737,False,0.75,{}
2024-01-04 04:00:00,EURUSD,SignalType.BUY,747416.6608681653,True,0.75,{}
2024-01-04 05:00:00,EURUSD,SignalType.BUY,1731842.346574138,True,0.75,{}
2024-01-04 06:00:00,EURUSD,SignalType.HOLD,-499514.1163552177,False,0.75,{}
2024-01-04 07:00:00,EURUSD,SignalType.HOLD,253404.78062172758,False,0.75,{}
2024-01-04 08:00:00,EURUSD,SignalType.BUY,-1342905.0541269935,False,0.75,{}
2024-01-04 09:00:00,EURUSD,SignalType.SELL,-78888.89263352496,True,0.75,{}
2024-01-04 10:00:00,EURUSD,SignalType.SELL,-897876.6948533269,True,0.75,{}
2024-01-04 11:00:00,EURUSD,SignalType.HOLD,-106902.93127108419,False,0.75,{}
2024-01-04 12:00:00,EURUSD,SignalType.SELL,221878.6322653142,False,0.75,{}
2024-01-04 13:00:00,EURUSD,SignalType.BUY,-270418.9665731525,False,0.75,{}
2024-01-04 14:00:00,EURUSD,SignalType.SELL,408393.44798016385,False,0.75,{}
2024-01-04 15:00:00,EURUSD,SignalType.BUY,71889.17457111643,True,0.75,{}
2024-01-04 16:00:00,EURUSD,SignalType.BUY,902596.1491427649,True,0.75,{}
2024-01-04 17:00:00,EURUSD,SignalType.BUY,1171236.1391075833,True,0.75,{}
2024-01-04 18:00:00,EURUSD,SignalType.BUY,-293846.9108995195,False,0.75,{}
2024-01-04 19:00:00,EURUSD,SignalType.SELL,140107.5353387381,False,0.75,{}
2024-01-04 20:00:00,EURUSD,SignalType.BUY,1047556.5126913085,True,0.75,{}
2024-01-04 21:00:00,EURUSD,SignalType.HOLD,-24959.311739097957,False,0.75,{}
2024-01-04 22:00:00,EURUSD,SignalType.HOLD,-1972324.003193036,False,0.75,{}
2024-01-04 23:00:00,EURUSD,SignalType.SELL,-70143.27781853738,True,0.75,{}
2024-01-05 00:00:00,EURUSD,SignalType.SELL,687037.1744897875,False,0.75,{}
2024-01-05 01:00:00,EURUSD,SignalType.BUY,-990510.9802246772,False,0.75,{}
2024-01-05 02:00:00,EURUSD,SignalType.SELL,8210.841577382836,False,0.75,{}
2024-01-05 03:00:00,EURUSD,SignalType.BUY,-109862.43975266376,False,0.75,{}
2024-01-05 04:00:00,EURUSD,SignalType.SELL,586006.168037844,False,0.75,{}
2024-01-05 05:00:00,EURUSD,SignalType.HOLD,1295974.170801027,False,0.75,{}
2024-01-05 06:00:00,EURUSD,SignalType.HOLD,229000.12363482887,False,0.75,{}
2024-01-05 07:00:00,EURUSD,SignalType.HOLD,-625080.5962274427,False,0.75,{}
2024-01-05 08:00:00,EURUSD,SignalType.SELL,-885238.402891516,True,0.75,{}
2024-01-05 09:00:00,EURUSD,SignalType.SELL,41894.6461180947,False,0.75,{}
2024-01-05 10:00:00,EURUSD,SignalType.BUY,810207.6753703634,True,0.75,{}
2024-01-05 11:00:00,EURUSD,SignalType.BUY,2152.745292970231,True,0.75,{}
2024-01-05 12:00:00,EURUSD,SignalType.BUY,-210794.69390724658,False,0.75,{}
2024-01-05 13:00:00,EURUSD,SignalType.SELL,90440.97547880227,False,0.75,{}
2024-01-05 14:00:00,EURUSD,SignalType.BUY,-60190.487559309535,False,0.75,{}
2024-01-05 15:00:00,EURUSD,SignalType.SELL,59465.84434338071,False,0.75,{}
2024-01-05 16:00:00,EURUSD,SignalType.BUY,843081.5254503224,True,0.75,{}
2024-01-05 17:00:00,EURUSD,SignalType.HOLD,1214235.7756707044,False,0.75,{}
2024-01-05 18:00:00,EURUSD,SignalType.HOLD,-1962379.320277572,False,0.75,{}
2024-01-05 19:00:00,EURUSD,SignalType.SELL,-598671.2659609872,True,0.75,{}
2024-01-05 20:00:00,EURUSD,SignalType.SELL,-846103.2552274356,True,0.75,{}
2024-01-05 21:00:00,EURUSD,SignalType.HOLD,2419899.3537116894,False,0.75,{}
2024-01-05 22:00:00,EURUSD,SignalType.HOLD,-595441.1175343653,False,0.75,{}
2024-01-05 23:00:00,EURUSD,SignalType.SELL,-236162.65494203064,True,0.75,{}
2024-01-06 00:00:00,EURUSD,SignalType.HOLD,1020841.9465298397,False,0.75,{}
2024-01-06 01:00:00,EURUSD,SignalType.BUY,-211342.93282413494,False,0.75,{}
2024-01-06 02:00:00,EURUSD,SignalType.HOLD,202585.13513258522,False,0.75,{}
2024-01-06 03:00:00,EURUSD,SignalType.BUY,486225.49288502795,True,0.75,{}
2024-01-06 04:00:00,EURUSD,SignalType.HOLD,178576.46904026894,False,0.75,{}
2024-01-06 05:00:00,EURUSD,SignalType.HOLD,363183.86059711344,False,0.75,{}
2024-01-06 06:00:00,EURUSD,SignalType.SELL,-428013.11908379773,True,0.75,{}
2024-01-06 07:00:00,EURUSD,SignalType.HOLD,1401777.2188915415,False,0.75,{}
2024-01-06 08:00:00,EURUSD,SignalType.HOLD,786882.3598790687,False,0.75,{}
2024-01-06 09:00:00,EURUSD,SignalType.HOLD,-732674.673960862,False,0.75,{}
2024-01-06 10:00:00,EURUSD,SignalType.BUY,5918912.2795429295,True,0.75,{}
2024-01-06 11:00:00,EURUSD,SignalType.SELL,-652379.5643562494,True,0.75,{}
2024-01-06 12:00:00,EURUSD,SignalType.HOLD,1056336.036923982,False,0.75,{}
2024-01-06 13:00:00,EURUSD,SignalType.HOLD,24579.92983095551,False,0.75,{}
2024-01-06 14:00:00,EURUSD,SignalType.HOLD,1203640.2555684901,False,0.75,{}
2024-01-06 15:00:00,EURUSD,SignalType.HOLD,-1051968.719792843,False,0.75,{}
2024-01-06 16:00:00,EURUSD,SignalType.BUY,1315217.220231515,True,0.75,{}
2024-01-06 17:00:00,EURUSD,SignalType.SELL,-204747.62416694147,True,0.75,{}
2024-01-06 18:00:00,EURUSD,SignalType.HOLD,881252.0236382056,False,0.75,{}
2024-01-06 19:00:00,EURUSD,SignalType.SELL,2038687.8425998883,False,0.75,{}
2024-01-06 20:00:00,EURUSD,SignalType.SELL,-39300.06968800171,True,0.75,{}
2024-01-06 21:00:00,EURUSD,SignalType.HOLD,-590276.6261417309,False,0.75,{}
2024-01-06 22:00:00,EURUSD,SignalType.BUY,1183194.3908661515,True,0.75,{}
2024-01-06 23:00:00,EURUSD,SignalType.HOLD,-354848.77211011056,False,0.75,{}
2024-01-07 00:00:00,EURUSD,SignalType.HOLD,-1860417.8347794663,False,0.75,{}
2024-01-07 01:00:00,EURUSD,SignalType.HOLD,557337.6512345885,False,0.75,{}
2024-01-07 02:00:00,EURUSD,SignalType.HOLD,371499.64898233523,False,0.75,{}
2024-01-07 03:00:00,EURUSD,SignalType.SELL,-308772.93265526305,True,0.75,{}
2024-01-07 04:00:00,EURUSD,SignalType.HOLD,472748.48555541213,False,0.75,{}
2024-01-07 05:00:00,EURUSD,SignalType.SELL,-438178.4164152305,True,0.75,{}
2024-01-07 06:00:00,EURUSD,SignalType.HOLD,-1146769.0370908484,False,0.75,{}
2024-01-07 07:00:00,EURUSD,SignalType.HOLD,148813.97376209407,False,0.75,{}
2024-01-07 08:00:00,EURUSD,SignalType.SELL,299308.8914816576,False,0.75,{}
2024-01-07 09:00:00,EURUSD,SignalType.SELL,3261164.327753561,False,0.75,{}
