timestamp,pair,entry_price,stop_loss_price,stop_loss_pips,stop_type,stop_hit,exit_price,exit_reason
2024-01-01 01:00:00,EURUSD,-74.28386035582848,-122.00812760411822,477242.67248289735,atr,False,0.0,
2024-01-01 02:00:00,EURUSD,-25.299697806534112,-156.09856634743258,1307988.6854089848,atr,False,0.0,
2024-01-01 03:00:00,EURUSD,-109.06657564883882,-429.2096963546381,3201431.207057993,atr,False,0.0,
2024-01-01 04:00:00,EURUSD,-36.56269633780279,-304.33276388910093,2677700.6755129816,atr,False,0.0,
2024-01-01 05:00:00,EURUSD,-75.7209276026598,-379.7153680661205,3039944.404634607,atr,False,0.0,
2024-01-01 06:00:00,EURUSD,1.7634671043326762,-163.68864554875705,1654521.1265308973,atr,False,0.0,
2024-01-01 07:00:00,EURUSD,-8.409959188670602,-82.64599087084441,742360.3168217381,atr,False,0.0,
2024-01-01 08:00:00,EURUSD,63.338014679393964,-146.11601643282455,2094540.311122185,atr,False,0.0,
2024-01-01 09:00:00,EURUSD,-77.33479976241053,-440.0819414302127,3627471.4166780217,atr,False,0.0,
2024-01-01 10:00:00,EURUSD,-13.548130159525634,-275.50981453656533,2619616.843770397,atr,False,0.0,
2024-01-01 11:00:00,EURUSD,-76.89055419258506,-917.5296173349655,8406390.631423805,atr,False,0.0,
2024-01-01 12:00:00,EURUSD,-168.23441460081176,-378.73797832150996,2105035.637206982,atr,False,0.0,
2024-01-01 13:00:00,EURUSD,-34.09367313621928,-381.09526290595875,3470015.8976973947,atr,False,0.0,
2024-01-01 14:00:00,EURUSD,-121.1988850871171,-492.5043510221299,3713054.659350128,atr,False,0.0,
2024-01-01 15:00:00,EURUSD,-219.19289108080284,-430.135298029183,2109424.0694838017,atr,False,0.0,
2024-01-01 16:00:00,EURUSD,-134.6075217408844,-378.6902928148214,2440827.7107393704,atr,False,0.0,
2024-01-01 17:00:00,EURUSD,-245.17212342305052,-508.9477997487669,2637756.7632571636,atr,False,0.0,
2024-01-01 18:00:00,EURUSD,-73.51914810919763,-445.10840648269993,3715892.5837350227,atr,False,0.0,
2024-01-01 19:00:00,EURUSD,-200.9376226866488,-450.1873643437814,2492497.4165713256,atr,False,0.0,
2024-01-01 20:00:00,EURUSD,-152.2468137008613,-500.04365660575917,3477968.4290489787,atr,False,0.0,
2024-01-01 21:00:00,EURUSD,-70.80973014624871,-535.5369498820485,4647272.197357997,atr,False,0.0,
2024-01-01 22:00:00,EURUSD,-352.9363804891723,-1021.859805986809,6689234.254976367,atr,False,0.0,
2024-01-01 23:00:00,EURUSD,-472.6180241795793,-760.5104200738663,2878923.9589428687,atr,False,0.0,
2024-01-02 00:00:00,EURUSD,-368.88818300261926,-666.3547382460697,2974665.552434504,atr,False,0.0,
2024-01-02 01:00:00,EURUSD,-318.47307595715404,-547.7012678775577,2292281.9192040367,atr,False,0.0,
2024-01-02 02:00:00,EURUSD,-187.07937142312446,-476.4901101255691,2894107.3870244464,atr,False,0.0,
2024-01-02 03:00:00,EURUSD,-33.646598085463154,-489.09388336228085,4554472.852768177,atr,False,0.0,
2024-01-02 04:00:00,EURUSD,96.7136722492694,-385.05708208470344,4817707.543339728,atr,False,0.0,
2024-01-02 05:00:00,EURUSD,93.32983718367468,-122.50526562039217,2158351.0280406685,atr,False,0.0,
2024-01-02 06:00:00,EURUSD,-10.7132591063923,-271.36951023846086,2606562.5113206855,atr,False,0.0,
2024-01-02 07:00:00,EURUSD,-124.19517848178764,-451.7832292835744,3275880.508017868,atr,False,0.0,
2024-01-02 08:00:00,EURUSD,-114.35896063204927,-321.215808651734,2068568.480196847,atr,False,0.0,
2024-01-02 09:00:00,EURUSD,-206.4952999437142,-768.3690747914325,5618737.748477183,atr,False,0.0,
2024-01-02 10:00:00,EURUSD,152.19088867707546,-558.7759496359946,7109668.383130701,atr,False,0.0,
2024-01-02 11:00:00,EURUSD,246.60636224375844,34.32743574847049,2122789.2649528794,atr,False,0.0,
2024-01-02 12:00:00,EURUSD,105.0826780387981,-203.60818230091778,3086908.603397159,atr,False,0.0,
2024-01-02 13:00:00,EURUSD,123.4193444197088,-46.17184637750512,1695911.9079721393,atr,False,0.0,
2024-01-02 14:00:00,EURUSD,318.54256639924154,-105.9070174920368,4244495.838912783,atr,False,0.0,
2024-01-02 15:00:00,EURUSD,270.08241920522266,28.685419109849732,2413970.0009537293,atr,False,0.0,
2024-01-02 16:00:00,EURUSD,33.82858020582958,-491.82614424038263,5256547.244462122,atr,False,0.0,
2024-01-02 17:00:00,EURUSD,2.5146083951538003,-99.81918750530642,1023337.9590046022,atr,False,0.0,
2024-01-02 18:00:00,EURUSD,-22.236374792265636,-286.8396429747943,2646032.6818252867,atr,False,0.0,
2024-01-02 19:00:00,EURUSD,-110.86913089269949,-338.00808095909315,2271389.5006639366,atr,False,0.0,
2024-01-02 20:00:00,EURUSD,-137.91019272596628,-478.3907148233401,3404805.220973738,atr,False,0.0,
2024-01-02 21:00:00,EURUSD,-69.26455293816346,-408.11344074173644,3388488.8780357298,atr,False,0.0,
2024-01-02 22:00:00,EURUSD,172.61654911279223,-1039.2112778765234,12118278.269893155,atr,False,0.0,
2024-01-02 23:00:00,EURUSD,398.19798936531276,-103.2235948257337,5014215.841910465,atr,False,0.0,
2024-01-03 00:00:00,EURUSD,436.4407262295274,231.22079436563243,2052199.3186389497,atr,False,0.0,
2024-01-03 01:00:00,EURUSD,503.67295378260627,206.19136126603706,2974815.9251656923,atr,False,0.0,
2024-01-03 02:00:00,EURUSD,616.2381100864825,218.41517610916839,3978229.339773141,atr,False,0.0,
2024-01-03 03:00:00,EURUSD,680.9298689198399,476.2157332375835,2047141.3568225643,atr,False,0.0,
2024-01-03 04:00:00,EURUSD,784.865959536994,564.0965392437967,2207694.202931973,atr,False,0.0,
2024-01-03 05:00:00,EURUSD,917.222941356298,404.61945213350157,5126034.892227964,atr,False,0.0,
2024-01-03 06:00:00,EURUSD,1037.570182346814,787.5824052094495,2499877.7713736445,atr,False,0.0,
2024-01-03 07:00:00,EURUSD,1084.9340042634033,810.2332480526461,2747007.5621075714,atr,False,0.0,
2024-01-03 08:00:00,EURUSD,1260.2383092960897,926.7776311116245,3334606.7818446523,atr,False,0.0,
2024-01-03 09:00:00,EURUSD,1208.4985608300126,993.9528599225673,2145457.009074453,atr,False,0.0,
2024-01-03 10:00:00,EURUSD,1319.8321174736789,1049.0536333954287,2707784.840782502,atr,False,0.0,
2024-01-03 11:00:00,EURUSD,1377.120870430595,1114.99664177241,2621242.2865818497,atr,False,0.0,
2024-01-03 12:00:00,EURUSD,1264.5732234352524,858.2760558407452,4062971.675945072,atr,False,0.0,
2024-01-03 13:00:00,EURUSD,1371.5265807910412,967.4136405428826,4041129.4024815857,atr,False,0.0,
2024-01-03 14:00:00,EURUSD,1572.6637255116536,1070.1558070548267,5025079.184568268,atr,False,0.0,
2024-01-03 15:00:00,EURUSD,1467.6533317828257,1174.1137142114208,2935396.1757140495,atr,False,0.0,
2024-01-03 16:00:00,EURUSD,1251.2742686028703,805.2912805806384,4459829.880222319,atr,False,0.0,
2024-01-03 17:00:00,EURUSD,1111.4076552038298,642.4549368383161,4689527.183655137,atr,False,0.0,
2024-01-03 18:00:00,EURUSD,860.1863883553033,328.480343861026,5317060.444942773,atr,False,0.0,
2024-01-03 19:00:00,EURUSD,882.2935000220975,526.0937972695237,3561997.027525738,atr,False,0.0,
2024-01-03 20:00:00,EURUSD,958.1275293023092,612.9876722022332,3451398.5710007595,atr,False,0.0,
2024-01-03 21:00:00,EURUSD,895.1126037995131,554.9766085635279,3401359.9523598514,atr,False,0.0,
2024-01-03 22:00:00,EURUSD,686.5411244004996,34.82133190766888,6517197.9249283075,atr,False,0.0,
2024-01-03 23:00:00,EURUSD,842.6387212150073,558.6604829325748,2839782.3828243245,atr,False,0.0,
2024-01-04 00:00:00,EURUSD,780.7741853272207,305.688637069418,4750855.482578027,atr,False,0.0,
2024-01-04 01:00:00,EURUSD,680.2623532759773,411.40611226967127,2688562.41006306,atr,False,0.0,
2024-01-04 02:00:00,EURUSD,643.8473058824204,514.4163668903138,1294309.3899210664,atr,False,0.0,
2024-01-04 03:00:00,EURUSD,465.69804322417775,-213.86494665490005,6795629.898790779,atr,False,0.0,
2024-01-04 04:00:00,EURUSD,766.662714435748,-90.42626299784263,8570889.774335906,atr,False,0.0,
2024-01-04 05:00:00,EURUSD,851.5358139979598,595.8976331203924,2556381.8087756755,atr,False,0.0,
2024-01-04 06:00:00,EURUSD,848.199503007123,774.6438123077924,735556.9069933068,atr,False,0.0,
2024-01-04 07:00:00,EURUSD,888.4923199274127,548.3135194208778,3401788.0050653494,atr,False,0.0,
2024-01-04 08:00:00,EURUSD,950.9452442974584,677.22907445359,2737161.6984386845,atr,False,0.0,
2024-01-04 09:00:00,EURUSD,950.7302888634706,851.4425537825102,992877.3508096043,atr,False,0.0,
2024-01-04 10:00:00,EURUSD,1046.4893207328932,674.2942360584443,3721950.84674449,atr,False,0.0,
2024-01-04 11:00:00,EURUSD,1061.4659871520114,859.8915837246299,2015744.0342738153,atr,False,0.0,
2024-01-04 12:00:00,EURUSD,983.2425576064911,601.7674193361513,3814751.3827033984,atr,False,0.0,
2024-01-04 13:00:00,EURUSD,1048.4245467245248,845.7384032198165,2026861.4350470835,atr,False,0.0,
2024-01-04 14:00:00,EURUSD,1166.5342505795277,849.4659317769681,3170683.1880255966,atr,False,0.0,
2024-01-04 15:00:00,EURUSD,1145.478570810232,1047.6718582939536,978067.1251627847,atr,False,0.0,
2024-01-04 16:00:00,EURUSD,1373.2122608059888,857.09916004831,5161131.007576788,atr,False,0.0,
2024-01-04 17:00:00,EURUSD,1394.0752691978173,1160.7828157825547,2332924.5341526256,atr,False,0.0,
2024-01-04 18:00:00,EURUSD,1466.9782223184382,1167.216339596457,2997618.827219813,atr,False,0.0,
2024-01-04 19:00:00,EURUSD,1320.0200006695493,1064.5877126326322,2554322.8803691706,atr,False,0.0,
2024-01-04 20:00:00,EURUSD,1405.8812946075327,1077.0611403519829,3288201.542555498,atr,False,0.0,
2024-01-04 21:00:00,EURUSD,1396.623807257512,1174.611787448837,2220120.1980867498,atr,False,0.0,
2024-01-04 22:00:00,EURUSD,1405.169716261756,1199.2191384804346,2059505.7778132139,atr,False,0.0,
2024-01-04 23:00:00,EURUSD,1479.1852986702477,1256.1570196288174,2230282.790414303,atr,False,0.0,
2024-01-05 00:00:00,EURUSD,1376.8074745714725,1218.3298269789304,1584776.4759254209,atr,False,0.0,
2024-01-05 01:00:00,EURUSD,1362.3720315957896,454.7192472581455,9076527.84337644,atr,False,0.0,
2024-01-05 02:00:00,EURUSD,1402.981754555591,1260.6950626851778,1422866.9187041305,atr,False,0.0,
