timestamp,symbol,direction,entry_price,exit_price,quantity,pnl,exit_reason,position_id
2026-01-06T08:51:11.374960+00:00,USDJPY,Direction.LONG,156.313,156.365,0.01,0.0005200000000002092,PARTIAL_PROFIT,54563807882
2026-01-06T08:51:11.556470+00:00,USDJPY,Direction.LONG,156.313,156.365,0.01,0.0005200000000002092,PARTIAL_PROFIT,54563807912
2026-01-06T08:51:11.736018+00:00,USDJPY,Direction.LONG,156.313,156.365,0.01,0.0005200000000002092,PARTIAL_PROFIT,54563807966
2026-01-06T08:51:11.911285+00:00,USDJPY,Direction.LONG,156.314,156.365,0.01,0.0005100000000001615,PARTIAL_PROFIT,54563808190
2026-01-06T08:51:12.094097+00:00,USDJPY,Direction.LONG,156.314,156.365,0.01,0.0005100000000001615,PARTIAL_PROFIT,54563808253
2026-01-06T08:51:12.270849+00:00,USDJPY,Direction.LONG,156.314,156.365,0.01,0.0005100000000001615,PARTIAL_PROFIT,54563808368
2026-01-06T08:51:12.452539+00:00,USDJPY,Direction.LONG,156.314,156.365,0.01,0.0005100000000001615,PARTIAL_PROFIT,54563808439
2026-01-06T08:51:12.627980+00:00,USDJPY,Direction.LONG,156.314,156.365,0.01,0.0005100000000001615,PARTIAL_PROFIT,54563808500
2026-01-06T08:51:12.799210+00:00,USDJPY,Direction.LONG,156.314,156.365,0.01,0.0005100000000001615,PARTIAL_PROFIT,54563808545
2026-01-06T08:51:12.976097+00:00,USDJPY,Direction.LONG,156.313,156.365,0.01,0.0005200000000002092,PARTIAL_PROFIT,54563808675
2026-01-06T08:51:13.151106+00:00,USDJPY,Direction.LONG,156.313,156.365,0.01,0.0005200000000002092,PARTIAL_PROFIT,54563808759
2026-01-06T09:08:15.101271+00:00,USDJPY,Direction.SHORT,156.329,156.271,0.01,0.0005800000000002114,PARTIAL_PROFIT,54563823879
2026-01-06T09:08:15.279261+00:00,USDJPY,Direction.SHORT,156.329,156.271,0.01,0.0005800000000002114,PARTIAL_PROFIT,54563823933
2026-01-06T09:08:15.455878+00:00,USDJPY,Direction.SHORT,156.329,156.271,0.01,0.0005800000000002114,PARTIAL_PROFIT,54563823961
2026-01-06T09:08:15.627832+00:00,USDJPY,Direction.SHORT,156.329,156.271,0.01,0.0005800000000002114,PARTIAL_PROFIT,54563823981
2026-01-06T09:08:42.119828+00:00,USDJPY,Direction.SHORT,156.329,156.267,0.01,0.0006200000000001183,PARTIAL_PROFIT,54563823879
2026-01-06T09:08:42.462881+00:00,USDJPY,Direction.SHORT,156.329,156.267,0.01,0.0006200000000001183,PARTIAL_PROFIT,54563823933
2026-01-06T09:08:42.808523+00:00,USDJPY,Direction.SHORT,156.329,156.267,0.01,0.0006200000000001183,PARTIAL_PROFIT,54563823961
2026-01-06T09:09:16.713875+00:00,USDJPY,Direction.SHORT,156.364,156.283,0.01,0.0008100000000001728,PARTIAL_PROFIT,54563831579
2026-01-06T09:11:46.549795+00:00,USDJPY,Direction.SHORT,156.368,156.263,0.01,0.0010499999999998978,PARTIAL_PROFIT,54563831851
2026-01-06T09:11:47.070301+00:00,USDJPY,Direction.SHORT,156.369,156.263,0.01,0.0010599999999999455,PARTIAL_PROFIT,54563831897
2026-01-06T09:11:47.614200+00:00,USDJPY,Direction.SHORT,156.369,156.263,0.01,0.0010599999999999455,PARTIAL_PROFIT,54563831921
2026-01-06T09:11:48.130928+00:00,USDJPY,Direction.SHORT,156.369,156.263,0.01,0.0010599999999999455,PARTIAL_PROFIT,54563831968
2026-01-06T09:11:48.651649+00:00,USDJPY,Direction.SHORT,156.369,156.263,0.01,0.0010599999999999455,PARTIAL_PROFIT,54563832005
