timestamp,pair,atr,entry_price,method,position_size,risk_amount,portfolio_exposure,margin_used_pct,decision_reason
2024-01-01 01:00:00,EURUSD,318161.7816552649,-74.28386035582848,equity_%,-8.462282525648277e-05,2000.0,6.286110134268242e-06,1.2572220268536483e-07,"Method: equity_%, ATR: 318161.78, Risk: 2000.00"
2024-01-01 02:00:00,EURUSD,871992.4569393231,-25.299697806534112,equity_%,-9.066663636331479e-05,2000.2098704195562,2.2935978219581874e-06,4.587195643916374e-08,"Method: equity_%, ATR: 871992.46, Risk: 2000.21"
2024-01-01 03:00:00,EURUSD,2134287.4713719953,-109.06657564883882,equity_%,-8.596996251695656e-06,2001.2038523877668,9.370808885057689e-07,1.8741617770115375e-08,"Method: equity_%, ATR: 2134287.47, Risk: 2001.20"
2024-01-01 04:00:00,EURUSD,1785133.783675321,-36.56269633780279,equity_%,-3.06799399055715e-05,2002.4583383539753,1.1203642092764063e-06,2.2407284185528126e-08,"Method: equity_%, ATR: 1785133.78, Risk: 2002.46"
2024-01-01 05:00:00,EURUSD,2026629.6030897382,-75.7209276026598,equity_%,-1.3082963654273595e-05,2007.6890140327228,9.868601529114448e-07,1.9737203058228898e-08,"Method: equity_%, ATR: 2026629.60, Risk: 2007.69"
2024-01-01 06:00:00,EURUSD,1103014.0843539315,1.7634671043326762,equity_%,0.0010339772458933887,2011.2191815146414,1.813213474215481e-06,3.6264269484309626e-08,"Method: equity_%, ATR: 1103014.08, Risk: 2011.22"
2024-01-01 07:00:00,EURUSD,494906.8778811587,-8.409959188670602,equity_%,-0.00048329219175681943,2011.5329745589186,4.041164286426136e-06,8.082328572852272e-08,"Method: equity_%, ATR: 494906.88, Risk: 2011.53"
2024-01-01 08:00:00,EURUSD,1396360.20741479,63.338014679393964,equity_%,2.2794078367790947e-05,2015.9694545389052,1.4322951838500067e-06,2.8645903677000135e-08,"Method: equity_%, ATR: 1396360.21, Risk: 2015.97"
2024-01-01 09:00:00,EURUSD,2418314.277785348,-77.33479976241053,equity_%,-1.07829152344743e-05,2016.6191944058342,8.27022367759234e-07,1.654044735518468e-08,"Method: equity_%, ATR: 2418314.28, Risk: 2016.62"
2024-01-01 10:00:00,EURUSD,1746411.2291802648,-13.548130159525634,equity_%,-8.527316922901007e-05,2017.6149144993901,1.1452056460601008e-06,2.2904112921202015e-08,"Method: equity_%, ATR: 1746411.23, Risk: 2017.61"
2024-01-01 11:00:00,EURUSD,5604260.420949204,-76.89055419258506,equity_%,-4.68819608420344e-06,2020.212560438251,3.568713531804892e-07,7.137427063609784e-09,"Method: equity_%, ATR: 5604260.42, Risk: 2020.21"
2024-01-01 12:00:00,EURUSD,1403357.0914713212,-168.23441460081176,equity_%,-8.583751312278827e-06,2026.563244572298,1.4251540197107925e-06,2.850308039421585e-08,"Method: equity_%, ATR: 1403357.09, Risk: 2026.56"
2024-01-01 13:00:00,EURUSD,2313343.931798263,-34.09367313621928,equity_%,-2.5731614479814106e-05,2029.4625172747928,8.645493532149855e-07,1.729098706429971e-08,"Method: equity_%, ATR: 2313343.93, Risk: 2029.46"
2024-01-01 14:00:00,EURUSD,2475369.7729000854,-121.1988850871171,equity_%,-6.760394630829492e-06,2028.1998969867373,8.079600962634551e-07,1.6159201925269103e-08,"Method: equity_%, ATR: 2475369.77, Risk: 2028.20"
2024-01-01 15:00:00,EURUSD,1406282.7129892013,-219.19289108080284,equity_%,-6.579620829604935e-06,2028.1495236712735,1.4221891384476956e-06,2.8443782768953907e-08,"Method: equity_%, ATR: 1406282.71, Risk: 2028.15"
2024-01-01 16:00:00,EURUSD,1627218.473826247,-134.6075217408844,equity_%,-9.243510896502237e-06,2024.6602300827858,1.2290912573633663e-06,2.4581825147267327e-08,"Method: equity_%, ATR: 1627218.47, Risk: 2024.66"
2024-01-01 17:00:00,EURUSD,1758504.508838109,-245.17212342305052,equity_%,-4.705350171032536e-06,2028.6471899202888,1.137330038079603e-06,2.2746600761592062e-08,"Method: equity_%, ATR: 1758504.51, Risk: 2028.65"
