timestamp,equity,peak_equity,drawdown_amount,drawdown_pct,recovery_time_remaining
2024-01-01 01:00:00,100132.74170312926,100132.74170312926,0.0,0.0,-1.0
2024-01-01 02:00:00,100290.86298964192,100290.86298964192,0.0,0.0,-1.0
2024-01-01 03:00:00,100288.99296636505,100290.86298964192,1.8700232768605929,0.001864599846003648,-1.0
2024-01-01 04:00:00,100403.9780084073,100403.9780084073,0.0,0.0,-1.0
2024-01-01 05:00:00,100388.23077390254,100403.9780084073,15.747234504757216,0.015683875098493234,-1.0
2024-01-01 06:00:00,100484.06071746555,100484.06071746555,0.0,0.0,-1.0
2024-01-01 07:00:00,100455.65636769528,100484.06071746555,28.40434977026598,0.028267517820693432,-1.0
2024-01-01 08:00:00,100696.88141658738,100696.88141658738,0.0,0.0,-1.0
2024-01-01 09:00:00,100854.90046027105,100854.90046027105,0.0,0.0,-1.0
2024-01-01 10:00:00,100934.04080566163,100934.04080566163,0.0,0.0,-1.0
2024-01-01 11:00:00,101029.973898247,101029.973898247,0.0,0.0,-1.0
2024-01-01 12:00:00,101006.3394376741,101029.973898247,23.634460572895478,0.023393513490064917,-1.0
2024-01-01 13:00:00,101185.77384454044,101185.77384454044,0.0,0.0,-1.0
2024-01-01 14:00:00,101168.25856452508,101185.77384454044,17.515280015359167,0.01731002229845991,-1.0
2024-01-01 15:00:00,101258.62771542676,101258.62771542676,0.0,0.0,-1.0
2024-01-01 16:00:00,101381.55088852439,101381.55088852439,0.0,0.0,-1.0
2024-01-01 17:00:00,101381.03574219783,101381.55088852439,0.515146326564718,0.0005081263031092855,-1.0
2024-01-01 18:00:00,101365.14352067147,101381.55088852439,16.407367852923926,0.016183780687045214,-1.0
2024-01-01 19:00:00,101369.43423623154,101381.55088852439,12.116652292854269,0.011951535744582678,-1.0
2024-01-01 20:00:00,101433.90650655041,101433.90650655041,0.0,0.0,-1.0
2024-01-01 21:00:00,101647.90776791258,101647.90776791258,0.0,0.0,-1.0
2024-01-01 22:00:00,101763.77690964652,101763.77690964652,0.0,0.0,-1.0
2024-01-01 23:00:00,102080.43592242131,102080.43592242131,0.0,0.0,-1.0
2024-01-02 00:00:00,102297.69419938241,102297.69419938241,0.0,0.0,-1.0
2024-01-02 01:00:00,102263.90333223058,102297.69419938241,33.79086715183803,0.033031895211614676,-1.0
2024-01-02 02:00:00,102210.76152978251,102297.69419938241,86.93266959990433,0.08498008706869675,-1.0
2024-01-02 03:00:00,102178.36070167471,102297.69419938241,119.33349770770292,0.11665316470879296,-1.0
2024-01-02 04:00:00,102340.46255510075,102340.46255510075,0.0,0.0,-1.0
2024-01-02 05:00:00,102524.62659957651,102524.62659957651,0.0,0.0,-1.0
2024-01-02 06:00:00,102800.22312157275,102800.22312157275,0.0,0.0,-1.0
2024-01-02 07:00:00,102727.05036306562,102800.22312157275,73.17275850713486,0.07117957168303019,-1.0
2024-01-02 08:00:00,102786.851722992,102800.22312157275,13.37139858075534,0.013007168831668942,-1.0
2024-01-02 09:00:00,102758.03460260705,102800.22312157275,42.188518965704134,0.04103932626275674,-1.0
2024-01-02 10:00:00,102670.20664991227,102800.22312157275,130.0164716604777,0.12647489247831564,-1.0
2024-01-02 11:00:00,102707.36840039787,102800.22312157275,92.85472117488098,0.09032540820954241,-1.0
2024-01-02 12:00:00,102721.86513505552,102800.22312157275,78.35798651723599,0.07622355685412172,-1.0
2024-01-02 13:00:00,102760.64880114893,102800.22312157275,39.57432042382425,0.03849633709162595,-1.0
2024-01-02 14:00:00,102696.24755475162,102800.22312157275,103.97556682112918,0.10114332796551079,-1.0
2024-01-02 15:00:00,102640.19099958839,102800.22312157275,160.03212198436086,0.15567293253352668,-1.0
2024-01-02 16:00:00,102525.90160906898,102800.22312157275,274.32151250376774,0.26684914115346997,-1.0
2024-01-02 17:00:00,102664.12387406222,102800.22312157275,136.0992475105304,0.13239197676602105,-1.0
2024-01-02 18:00:00,102612.69553994398,102800.22312157275,187.5275816287758,0.18241943055610246,-1.0
2024-01-02 19:00:00,102924.7593053294,102924.7593053294,0.0,0.0,-1.0
2024-01-02 20:00:00,102941.84783330838,102941.84783330838,0.0,0.0,-1.0
2024-01-02 21:00:00,103033.77434409356,103033.77434409356,0.0,0.0,-1.0
2024-01-02 22:00:00,103069.34085278823,103069.34085278823,0.0,0.0,-1.0
2024-01-02 23:00:00,103002.48042636491,103069.34085278823,66.8604264233145,0.06486936451724265,-1.0
2024-01-03 00:00:00,102912.90811974819,103069.34085278823,156.43273304004106,0.15177426356443924,-1.0
2024-01-03 01:00:00,102950.75120519953,103069.34085278823,118.58964758869843,0.1150581216562523,-1.0
2024-01-03 02:00:00,102979.38285935661,103069.34085278823,89.95799343161343,0.08727910034866579,-1.0
2024-01-03 03:00:00,102971.98223821509,103069.34085278823,97.35861457313877,0.09445933559640594,-1.0
2024-01-03 04:00:00,102987.10792186164,103069.34085278823,82.23293092659151,0.07978408539940415,-1.0
2024-01-03 05:00:00,103161.31979295141,103161.31979295141,0.0,0.0,-1.0
2024-01-03 06:00:00,103126.30184911331,103161.31979295141,35.01794383810193,0.03394483892643506,-1.0
2024-01-03 07:00:00,103471.02012130515,103471.02012130515,0.0,0.0,-1.0
2024-01-03 08:00:00,103373.91259732321,103471.02012130515,97.1075239819329,0.09384997255085342,-1.0
2024-01-03 09:00:00,103369.90243126155,103471.02012130515,101.11769004359667,0.0977256143073205,-1.0
2024-01-03 10:00:00,103349.28761901628,103471.02012130515,121.732502288869,0.11764888579058642,-1.0
2024-01-03 11:00:00,103308.74556609824,103471.02012130515,162.27455520691,0.15683092233619234,-1.0
2024-01-03 12:00:00,103337.52602457667,103471.02012130515,133.49409672847833,0.129015927910999,-1.0
2024-01-03 13:00:00,103449.19083862718,103471.02012130515,21.82928267796524,0.021097001510542265,-1.0
2024-01-03 14:00:00,103534.62749934857,103534.62749934857,0.0,0.0,-1.0
2024-01-03 15:00:00,103503.61490772181,103534.62749934857,31.012591626757057,0.029953835133035258,-1.0
2024-01-03 16:00:00,103460.26855152308,103534.62749934857,74.35894782548712,0.07182036543856303,-1.0
2024-01-03 17:00:00,103355.68184245445,103534.62749934857,178.9456568941241,0.17283652939713334,-1.0
2024-01-03 18:00:00,103433.55986543097,103534.62749934857,101.06763391759887,0.09761722851442603,-1.0
2024-01-03 19:00:00,103497.80833289139,103534.62749934857,36.81916645717865,0.035562176004748085,-1.0
2024-01-03 20:00:00,103586.66390965818,103586.66390965818,0.0,0.0,-1.0
2024-01-03 21:00:00,103686.12929391144,103686.12929391144,0.0,0.0,-1.0
2024-01-03 22:00:00,103647.27915339847,103686.12929391144,38.85014051296457,0.03746898527076745,-1.0
2024-01-03 23:00:00,103734.2902625403,103734.2902625403,0.0,0.0,-1.0
2024-01-04 00:00:00,103744.36686556788,103744.36686556788,0.0,0.0,-1.0
2024-01-04 01:00:00,103828.30361411767,103828.30361411767,0.0,0.0,-1.0
2024-01-04 02:00:00,103772.81920522868,103828.30361411767,55.48440888899495,0.053438616405797335,-1.0
2024-01-04 03:00:00,103743.06036266076,103828.30361411767,85.24325145690818,0.08210020629222488,-1.0
2024-01-04 04:00:00,103692.13303531393,103828.30361411767,136.17057880373613,0.1311497675140874,-1.0
