timestamp,pair,atr,entry_price,method,position_size,risk_amount,portfolio_exposure,margin_used_pct,decision_reason
2024-01-01 01:00:00,EURUSD,1296941.8238718875,-112.29059725462392,equity_%,-1.3733021761530526e-05,2000.0,1.5420892157130103e-06,3.0841784314260205e-08,"Method: equity_%, ATR: 1296941.82, Risk: 2000.00"
2024-01-01 02:00:00,EURUSD,803727.2017654037,-85.94961179704563,equity_%,-2.8946899753530545e-05,1999.6530212891157,2.4884065085851986e-06,4.9768130171703976e-08,"Method: equity_%, ATR: 803727.20, Risk: 1999.65"
2024-01-01 03:00:00,EURUSD,351251.6609516483,-107.0252743757154,equity_%,-5.319164842095416e-05,1999.623287370524,5.693923253149573e-06,1.1387846506299145e-07,"Method: equity_%, ATR: 351251.66, Risk: 1999.62"
2024-01-01 04:00:00,EURUSD,203593.32198338464,-116.48341238720143,equity_%,-8.429868831539102e-05,1999.1640367886023,9.823504919101527e-06,1.9647009838203054e-07,"Method: equity_%, ATR: 203593.32, Risk: 1999.16"
2024-01-01 05:00:00,EURUSD,837258.5645519253,-57.17192222336278,equity_%,-4.179701415961298e-05,2000.7261628396586,2.3887483325659833e-06,4.7774966651319664e-08,"Method: equity_%, ATR: 837258.56, Risk: 2000.73"
2024-01-01 06:00:00,EURUSD,871974.2804861993,-68.80908807097379,equity_%,-3.330885385042923e-05,1998.523072408349,2.293645632397358e-06,4.587291264794716e-08,"Method: equity_%, ATR: 871974.28, Risk: 1998.52"
2024-01-01 07:00:00,EURUSD,1005926.0008815832,-124.38044673696143,equity_%,-1.598182440885559e-05,1999.6063209974243,1.9882178194491644e-06,3.9764356388983297e-08,"Method: equity_%, ATR: 1005926.00, Risk: 1999.61"
2024-01-01 08:00:00,EURUSD,523940.01257417275,-136.3711584352776,equity_%,-2.797026088646364e-05,1998.4837122531676,3.8172308890359195e-06,7.63446177807184e-08,"Method: equity_%, ATR: 523940.01, Risk: 1998.48"
2024-01-01 09:00:00,EURUSD,1173577.7511067914,-152.47683129892536,equity_%,-1.1194610422753892e-05,2003.20183847547,1.7041904536054955e-06,3.408380907210991e-08,"Method: equity_%, ATR: 1173577.75, Risk: 2003.20"
2024-01-01 10:00:00,EURUSD,669765.7144279539,-140.50933928622644,equity_%,-2.1314156183871113e-05,2005.8398145675617,2.9861188127675327e-06,5.972237625535065e-08,"Method: equity_%, ATR: 669765.71, Risk: 2005.84"
2024-01-01 11:00:00,EURUSD,1069759.208876535,-183.07549705105257,equity_%,-1.0245287944981807e-05,2006.505823202326,1.869579605769795e-06,3.73915921153959e-08,"Method: equity_%, ATR: 1069759.21, Risk: 2006.51"
2024-01-01 12:00:00,EURUSD,716991.3745460657,-116.67290884835916,equity_%,-2.4009663527699412e-05,2008.4916505169601,2.7894338356109513e-06,5.5788676712219025e-08,"Method: equity_%, ATR: 716991.37, Risk: 2008.49"
2024-01-01 13:00:00,EURUSD,1221234.4321641251,-46.672151931187614,equity_%,-3.522055168559625e-05,2007.4882890026377,1.6376872018387494e-06,3.275374403677499e-08,"Method: equity_%, ATR: 1221234.43, Risk: 2007.49"
2024-01-01 14:00:00,EURUSD,850384.5823723214,-118.75898620607254,equity_%,-1.990935245987777e-05,2010.6616491742961,2.3518770700435226e-06,4.703754140087045e-08,"Method: equity_%, ATR: 850384.58, Risk: 2010.66"
2024-01-01 15:00:00,EURUSD,719360.5000535009,-60.65070336054785,equity_%,-4.6065187982976563e-05,2009.8112671739123,2.780247177668574e-06,5.5604943553371474e-08,"Method: equity_%, ATR: 719360.50, Risk: 2009.81"
2024-01-01 16:00:00,EURUSD,1386077.5835024952,19.44856392881927,equity_%,7.46240935972297e-05,2011.6579959464543,1.442920673275862e-06,2.885841346551724e-08,"Method: equity_%, ATR: 1386077.58, Risk: 2011.66"
2024-01-01 17:00:00,EURUSD,681260.3801143405,-34.01589649562024,equity_%,-8.688384198860612e-05,2013.4185752738952,2.9357350851143387e-06,5.8714701702286776e-08,"Method: equity_%, ATR: 681260.38, Risk: 2013.42"
2024-01-01 18:00:00,EURUSD,108559.07941946998,-24.096834493282763,equity_%,-0.0007695133532519456,2012.993196615731,1.842314812077618e-05,3.6846296241552356e-07,"Method: equity_%, ATR: 108559.08, Risk: 2012.99"
2024-01-01 19:00:00,EURUSD,1130694.8758038536,14.247925630544522,equity_%,0.00012490231743857093,2012.183391077572,1.7688237939330226e-06,3.5376475878660444e-08,"Method: equity_%, ATR: 1130694.88, Risk: 2012.18"
2024-01-01 20:00:00,EURUSD,631372.5282603763,33.07188893889902,equity_%,9.63511702388128e-05,2011.878158966574,3.167701967506584e-06,6.335403935013168e-08,"Method: equity_%, ATR: 631372.53, Risk: 2011.88"
