timestamp,pair,predicted_signal,actual_move,was_correct,confidence,feature_importance
2024-01-01 01:00:00,EURUSD,SignalType.SELL,263409.85457578284,False,0.75,{}
2024-01-01 02:00:00,EURUSD,SignalType.BUY,-210756.62578669764,False,0.75,{}
2024-01-01 03:00:00,EURUSD,SignalType.HOLD,-94581.38011486028,False,0.75,{}
2024-01-01 04:00:00,EURUSD,SignalType.SELL,593114.9016383865,False,0.75,{}
2024-01-01 05:00:00,EURUSD,SignalType.BUY,-116371.65847611008,False,0.75,{}
2024-01-01 06:00:00,EURUSD,SignalType.SELL,-555713.5866598764,True,0.75,{}
2024-01-01 07:00:00,EURUSD,SignalType.HOLD,-119907.11698316176,False,0.75,{}
2024-01-01 08:00:00,EURUSD,SignalType.SELL,-161056.72863647755,True,0.75,{}
2024-01-01 09:00:00,EURUSD,SignalType.SELL,119674.92012698927,False,0.75,{}
2024-01-01 10:00:00,EURUSD,SignalType.BUY,-425661.57764826133,False,0.75,{}
2024-01-01 11:00:00,EURUSD,SignalType.HOLD,664025.8820269341,False,0.75,{}
2024-01-01 12:00:00,EURUSD,SignalType.HOLD,700007.5691717154,False,0.75,{}
2024-01-01 13:00:00,EURUSD,SignalType.BUY,-720868.3427488492,False,0.75,{}
2024-01-01 14:00:00,EURUSD,SignalType.HOLD,581082.8284552469,False,0.75,{}
2024-01-01 15:00:00,EURUSD,SignalType.HOLD,800992.6728936712,False,0.75,{}
2024-01-01 16:00:00,EURUSD,SignalType.BUY,-534644.604244395,False,0.75,{}
2024-01-01 17:00:00,EURUSD,SignalType.HOLD,99190.62002337477,False,0.75,{}
2024-01-01 18:00:00,EURUSD,SignalType.HOLD,383447.60123827285,False,0.75,{}
2024-01-01 19:00:00,EURUSD,SignalType.HOLD,188239.633083545,False,0.75,{}
2024-01-01 20:00:00,EURUSD,SignalType.HOLD,-73363.57015332226,False,0.75,{}
2024-01-01 21:00:00,EURUSD,SignalType.SELL,-631295.218816954,True,0.75,{}
2024-01-01 22:00:00,EURUSD,SignalType.SELL,-1126912.5986484368,True,0.75,{}
2024-01-01 23:00:00,EURUSD,SignalType.SELL,218360.54015186164,False,0.75,{}
2024-01-02 00:00:00,EURUSD,SignalType.BUY,434290.5004337976,True,0.75,{}
2024-01-02 01:00:00,EURUSD,SignalType.HOLD,89003.85324693972,False,0.75,{}
2024-01-02 02:00:00,EURUSD,SignalType.BUY,-570812.2146528178,False,0.75,{}
2024-01-02 03:00:00,EURUSD,SignalType.HOLD,88877.2307381916,False,0.75,{}
2024-01-02 04:00:00,EURUSD,SignalType.BUY,-284566.8583250602,False,0.75,{}
2024-01-02 05:00:00,EURUSD,SignalType.SELL,-27395.67169123802,True,0.75,{}
2024-01-02 06:00:00,EURUSD,SignalType.SELL,287046.7456624532,False,0.75,{}
2024-01-02 07:00:00,EURUSD,SignalType.HOLD,135763.44007009623,False,0.75,{}
2024-01-02 08:00:00,EURUSD,SignalType.BUY,-211567.60428456622,False,0.75,{}
2024-01-02 09:00:00,EURUSD,SignalType.SELL,-846310.4308278065,True,0.75,{}
2024-01-02 10:00:00,EURUSD,SignalType.HOLD,173938.60691612275,False,0.75,{}
2024-01-02 11:00:00,EURUSD,SignalType.BUY,1146441.3704507593,True,0.75,{}
2024-01-02 12:00:00,EURUSD,SignalType.HOLD,301160.9464357939,False,0.75,{}
2024-01-02 13:00:00,EURUSD,SignalType.HOLD,-1671472.2423645614,False,0.75,{}
